"title","location","yearsofexperience","yearsatcompany","basesalary","gender","Race"
"Technical Program Manager","Mountain View, CA",8,0,261982,NA,NA
"Software Engineer","Mountain View, CA",6,6,154835,"Male","Asian"
"Product Designer","San Francisco, CA",5,4,98325,"Male","White"
"Software Engineer","San Francisco, CA",1,0,155547,"Male","Asian"
"Software Engineer","Sunnyvale, CA",2,0,90048,"Male","Asian"
"Business Analyst","Amsterdam, NH, Netherlands",8,6,94995,"Male","White"
"Software Engineer","Sunnyvale, CA",25,1,227310,"Male","Asian"
"Product Manager","Seattle, WA",8,0,106988,"Male","White"
"Product Designer","Mountain View, CA",5,1,307686,"Female","Asian"
"Software Engineer","Zurich, ZH, Switzerland",0,0,226803,"Male","White"
"Technical Program Manager","Mountain View, CA",7,3,154654,"Female","Asian"
"Software Engineer","Sunnyvale, CA",6,5,226742,"Male","Asian"
"Software Engineer","Sunnyvale, CA",7,3,85478,"Male","White"
"Hardware Engineer","Mountain View, CA",17,2,175707,"Female","Hispanic"
"Product Designer","San Francisco, CA",15,8,354875,"Male","White"
"Software Engineering Manager","San Francisco, CA",1,1,120016,"Male","Asian"
"Software Engineer","Austin, TX",4,0,206100,"Male","White"
"Software Engineer","London, EN, United Kingdom",3,3,172302,"Male","Asian"
"Software Engineer","Mountain View, CA",4,4,235787,"Female","Asian"
"Software Engineer","Mountain View, CA",5,3,167076,"Male","Asian"
"Software Engineer","Seattle, WA",7,5,173015,NA,NA
"Software Engineer","Boston, MA",9,6,171224,"Male","Asian"
"Software Engineer","Mountain View, CA",3,3,280554,"Male","Two Or More"
"Product Manager","Mountain View, CA",15,3,342015,NA,NA
"Software Engineer","Mountain View, CA",2,2,102089,"Male","Asian"
"Software Engineer","Sunnyvale, CA",1,1,190733,"Female","Asian"
"Software Engineer","San Francisco, CA",4,4,186826,"Male","White"
"Software Engineer","Mountain View, CA",6,4,258944,"Male","Asian"
"Software Engineer","San Francisco, CA",14,1,235121,"Male","White"
"Software Engineer","Mountain View, CA",38,15,170940,"Male","White"
"Software Engineer","Sunnyvale, CA",1,1,310230,"Male","Asian"
"Technical Program Manager","Mountain View, CA",8,0,283674,NA,NA
"Technical Program Manager","Mountain View, CA",16,6,82826,"Male","Asian"
"Software Engineer","Mountain View, CA",10,10,158942,"Male","Asian"
"Software Engineer","Chicago, IL",3,1,187663,"Male","Black"
"Software Engineer","Sunnyvale, CA",5,0,261072,NA,NA
"Software Engineer","Munich, BY, Germany",9,9,231107,"Male",NA
"Product Manager","Mountain View, CA",5,2,343830,"Female","Asian"
"Software Engineer","Sunnyvale, CA",6,0,225740,NA,NA
"Technical Program Manager","Mountain View, CA",10,2,194405,"Male","Asian"
"Software Engineer","Mountain View, CA",6,5,266215,"Male","Asian"
"Software Engineer","Sydney, NS, Australia",5,4,283044,"Male","White"
"Software Engineer","Mountain View, CA",15,7,215325,"Male","Asian"
"Product Designer","Mountain View, CA",1,1,166066,"Male","Hispanic"
"Software Engineer","Mountain View, CA",8,4,221118,"Female","Asian"
"Hardware Engineer","Mountain View, CA",5,5,139602,"Male","Asian"
"Software Engineer","Mountain View, CA",4,4,89427,"Male","Asian"
"Software Engineer","Palo Alto, CA",6,5,250631,"Male","White"
"Software Engineer","San Jose, CA",1,0,238900,"Male","Asian"
"Data Scientist","Mountain View, CA",8,2,173453,"Female","Asian"
"Software Engineer","Los Angeles, CA",11,2,127243,"Male","White"
"Software Engineer","Mountain View, CA",1,1,215138,"Male","Asian"
"Software Engineer","Sunnyvale, CA",2,0,199020,"Male","Asian"
"Software Engineer","Mountain View, CA",5,5,199952,"Female","Asian"
"Hardware Engineer","Sunnyvale, CA",12,3,231414,"Male","Asian"
"Product Manager","Mountain View, CA",5,1,133855,"Female",NA
"Software Engineer","Sunnyvale, CA",5,0,211381,"Male","Two Or More"
"Software Engineer","Sunnyvale, CA",14,5,192436,"Male","Asian"
"Product Designer","Mountain View, CA",4,2,219490,"Male","Asian"
"Software Engineer","Mountain View, CA",13,11,355812,"Male","White"
"Software Engineer","Mountain View, CA",5,3,149648,"Female","Asian"
"Technical Program Manager","Mountain View, CA",15,9,174316,"Female","Hispanic"
"Software Engineer","Kirkland, WA",5,1,198992,"Male","Asian"
"Product Manager","Mountain View, CA",8,5,207368,"Male","Asian"
"Software Engineer","Sunnyvale, CA",7,0,213486,NA,NA
"Software Engineer","Sunnyvale, CA",10,0,261345,"Male","Asian"
"Software Engineer","Warsaw, MZ, Poland",15,0,94975,"Male","White"
"Software Engineering Manager","Mountain View, CA",3,0,306042,"Female","Asian"
"Technical Program Manager","San Francisco, CA",18,10,260762,"Female","Asian"
"Software Engineer","Sunnyvale, CA",4,1,179055,"Male","Asian"
"Software Engineer","Seattle, WA",4,0,180024,"Female",NA
"Data Scientist","Reston, VA",5,0,189386,"Male","Hispanic"
"Mechanical Engineer","Mountain View, CA",3,3,159386,"Female",NA
"Software Engineer","Mountain View, CA",10,4,82868,"Male","Two Or More"
"Software Engineer","Mountain View, CA",4,4,253522,"Male","Asian"
"Software Engineer","Sunnyvale, CA",13,1,81641,"Male","Asian"
"Software Engineer","Zurich, ZH, Switzerland",3,3,245190,"Male","White"
"Marketing","San Francisco, CA",10,4,207904,NA,NA
"Software Engineer","Irvine, CA",8,1,148626,"Male","White"
"Software Engineer","Mountain View, CA",1,1,229153,"Female","Asian"
"Software Engineer","Seattle, WA",4,0,202374,NA,NA
"Software Engineer","Mountain View, CA",6,6,136172,"Female","Asian"
"Mechanical Engineer","Mountain View, CA",14,7,190664,NA,NA
"Software Engineer","Los Angeles, CA",16,13,133591,"Male","White"
"Software Engineer","Mountain View, CA",0,0,228651,"Male","White"
"Technical Program Manager","Seattle, WA",22,9,199730,"Male","Asian"
"Software Engineer","Sunnyvale, CA",6,0,294459,"Male","Asian"
"Software Engineer","Sunnyvale, CA",2,2,126141,"Male","Asian"
"Software Engineer","Mountain View, CA",4,4,204113,"Female","Asian"
"Software Engineer","Mountain View, CA",2,0,171288,"Male","Asian"
"Software Engineer","Mountain View, CA",4,2,103860,"Female",NA
"Hardware Engineer","Sunnyvale, CA",15,1,170082,"Male","Asian"
"Software Engineer","Kirkland, WA",6,5,206824,"Male","Asian"
"Product Manager","Zurich, ZH, Switzerland",6,6,293773,"Male","White"
"Management Consultant","Redwood City, CA",9,3,209368,"Female","Asian"
"Product Manager","San Francisco, CA",5,1,95770,"Male","Asian"
"Software Engineer","Mountain View, CA",3,0,223548,"Male","Asian"
"Software Engineer","Madison, WI",5,3,275884,"Male","Asian"
"Product Designer","Mountain View, CA",7,1,252882,"Male","White"
"Software Engineer","New York, NY",10,10,267067,"Male","White"
"Software Engineer","Austin, TX",15,1,188848,"Male","White"
"Software Engineer","Mountain View, CA",10,8,165906,"Male","White"
"Software Engineer","Mountain View, CA",2,1,127033,"Other","Two Or More"
"Product Manager","Mountain View, CA",17,1,311704,"Male","Asian"
"Solution Architect","San Francisco, CA",8,0,180601,NA,"Asian"
"Software Engineer","Mountain View, CA",18,2,340559,"Male","White"
"Sales","London, EN, United Kingdom",15,2,148524,"Male","White"
"Mechanical Engineer","San Francisco, CA",2,2,103693,"Female",NA
"Software Engineer","Mountain View, CA",3,0,168545,NA,NA
"Technical Program Manager","San Francisco, CA",20,3,222804,"Male","White"
"Software Engineer","Mountain View, CA",3,0,295567,"Male","Asian"
"Software Engineer","New York, NY",3,3,355076,"Male","White"
"Software Engineer","London, EN, United Kingdom",5,2,127267,"Male","Asian"
"Software Engineer","New York, NY",12,1,255304,"Male","Asian"
"Software Engineering Manager","Washington, DC",25,7,292634,"Male",NA
"Software Engineer","London, EN, United Kingdom",10,5,177377,NA,NA
"Software Engineer","Mountain View, CA",7,5,235418,"Male","White"
"Technical Program Manager","London, EN, United Kingdom",11,0,288538,"Female","Asian"
"Software Engineering Manager","Sunnyvale, CA",14,0,139244,"Male","Asian"
"Hardware Engineer","Mountain View, CA",12,1,117013,"Male","Asian"
"Software Engineer","Mountain View, CA",3,0,177156,"Male","Asian"
"Human Resources","London, EN, United Kingdom",3,3,95387,"Male","White"
"Software Engineer","Chicago, IL",2,0,368612,"Male","Asian"
"Software Engineer","Mountain View, CA",3,2,106961,"Male","White"
"Software Engineer","San Francisco, CA",4,0,359333,"Male","Asian"
"Software Engineer","New York, NY",5,4,169668,"Male","Asian"
"Software Engineer","Toronto, ON, Canada",13,1,135738,"Male","White"
"Technical Program Manager","Mountain View, CA",13,1,206644,"Female","Hispanic"
"Software Engineer","Sunnyvale, CA",2,0,134210,"Male","Hispanic"
"Management Consultant","London, EN, United Kingdom",8,1,112486,"Female","White"
"Marketing","Mountain View, CA",22,8,178796,"Female","White"
"Software Engineer","Mountain View, CA",12,12,127801,"Female","Asian"
"Software Engineer","Mountain View, CA",4,3,216614,"Male","Asian"
"Software Engineer","Sunnyvale, CA",15,0,294371,"Male","Asian"
"Hardware Engineer","Mountain View, CA",25,3,179211,"Male","Asian"
"Software Engineer","Mountain View, CA",2,2,276885,"Male","Asian"
"Software Engineer","Zurich, ZH, Switzerland",6,1,249896,"Female","White"
"Product Designer","San Francisco, CA",11,5,208568,"Female","Asian"
"Product Manager","Seattle, WA",9,8,249459,"Male","Asian"
"Software Engineer","Durham, NC",9,0,87687,"Male","Asian"
"Hardware Engineer","Mountain View, CA",5,3,184917,"Male","Asian"
"Software Engineer","Sunnyvale, CA",3,0,106375,"Male","Asian"
"Business Analyst","Mountain View, CA",5,3,148746,"Male","Asian"
"Software Engineering Manager","Seattle, WA",20,0,272299,"Male","Asian"
"Software Engineering Manager","Mountain View, CA",10,6,379021,"Female","White"
"Software Engineer","Tel Aviv, TA, Israel",21,1,197844,"Male","White"
"Software Engineer","New York, NY",4,3,108670,"Male","Asian"
"Software Engineering Manager","Mountain View, CA",15,0,245777,"Male","Asian"
"Software Engineer","San Jose, CA",6,6,197671,"Male","Asian"
"Product Designer","Seattle, WA",6,0,85985,"Female","Asian"
"Software Engineer","San Francisco, CA",10,1,201420,"Female","White"
"Software Engineer","Sunnyvale, CA",12,10,344030,"Female","Asian"
"Software Engineer","Mountain View, CA",3,3,360497,"Female","Asian"
"Software Engineer","Mountain View, CA",5,0,194942,"Male","Asian"
"Software Engineer","Seattle, WA",8,5,121725,"Male","Asian"
"Software Engineer","San Francisco, CA",2,0,190099,"Male","Asian"
"Software Engineer","Mountain View, CA",4,3,185443,"Male","Asian"
"Software Engineer","Seattle, WA",3,1,219075,NA,NA
"Product Manager","Los Angeles, CA",7,4,125907,"Male","Asian"
"Product Manager","Mountain View, CA",10,0,200654,NA,NA
"Product Designer","San Bruno, CA",15,1,207824,"Female","White"
"Software Engineer","Chicago, IL",2,1,200696,"Male",NA
"Software Engineer","Mountain View, CA",21,15,325434,NA,NA
"Product Designer","Mountain View, CA",3,3,124657,"Female",NA
"Software Engineer","Mountain View, CA",20,4,361992,"Female","Asian"
"Software Engineer","Sunnyvale, CA",7,5,231940,"Male","White"
"Product Designer","Seattle, WA",5,3,182201,"Female","Asian"
"Software Engineer","Sunnyvale, CA",18,2,179236,"Male","White"
"Software Engineer","New York, NY",4,2,238671,"Male","White"
"Software Engineer","Los Angeles, CA",7,1,266931,"Male","White"
"Software Engineer","Sunnyvale, CA",7,4,344914,"Male","White"
"Product Manager","Mountain View, CA",9,0,199295,"Male","White"
"Technical Program Manager","Sunnyvale, CA",21,1,252971,"Male","Asian"
"Software Engineer","Seattle, WA",1,1,301722,"Female","Asian"
"Software Engineer","Sunnyvale, CA",1,0,346565,"Male","Asian"
"Product Manager","Atlanta, GA",3,0,112955,"Male","Black"
"Software Engineer","San Francisco, CA",3,0,134493,"Male","Asian"
"Software Engineer","Seattle, WA",2,0,209738,"Male","Asian"
"Software Engineering Manager","Mountain View, CA",18,4,175675,"Male","Asian"
"Product Manager","Mountain View, CA",5,2,147092,"Male","Asian"
"Software Engineer","Mountain View, CA",4,4,199951,"Male","Asian"
"Software Engineer","Zurich, ZH, Switzerland",5,1,140359,"Male","White"
"Software Engineer","Seattle, WA",8,1,287608,"Male","Asian"
"Software Engineer","Mountain View, CA",15,4,121039,"Female","Asian"
"Software Engineer","Mountain View, CA",4,2,95085,"Male","Asian"
"Software Engineer","Sunnyvale, CA",4,0,235785,"Male","Asian"
"Software Engineer","Mountain View, CA",1,0,265202,"Male",NA
"Software Engineer","Mountain View, CA",10,4,115184,"Male","White"
"Product Manager","Atlanta, GA",20,2,236079,"Male","White"
"Software Engineer","Mountain View, CA",6,0,389536,"Male","Asian"
"Software Engineer","Austin, TX",14,0,119477,"Male","Asian"
"Software Engineer","Mountain View, CA",7,7,125122,"Female","Asian"
"Marketing","San Francisco, CA",10,1,202151,"Female","White"
"Software Engineer","Mountain View, CA",3,2,276627,"Male",NA
"Technical Program Manager","Mountain View, CA",20,4,137224,NA,NA
"Software Engineer","Sunnyvale, CA",1,1,203417,"Male","Asian"
"Software Engineer","New York, NY",9,0,106906,"Male","White"
"Software Engineer","New York, NY",1,1,353635,"Male","Asian"
"Software Engineer","Seattle, WA",5,0,128361,"Female","Asian"
"Software Engineer","Zurich, ZH, Switzerland",6,2,157103,"Male","Hispanic"
"Technical Program Manager","Mountain View, CA",10,0,107914,"Female","Asian"
"Technical Program Manager","Sunnyvale, CA",12,6,303256,"Female","Asian"
"Software Engineer","Mountain View, CA",3,0,216225,"Male","Asian"
"Software Engineer","Bucharest, BU, Romania",8,8,236199,NA,NA
"Software Engineer","Mountain View, CA",8,5,125880,"Female","Asian"
"Solution Architect","Mountain View, CA",10,5,255620,"Male","Asian"
"Software Engineer","Warsaw, MZ, Poland",5,0,82898,"Male","White"
"Software Engineer","Seattle, WA",5,0,161516,"Male","Asian"
"Software Engineer","Mountain View, CA",5,3,119802,"Female","Asian"
"Software Engineer","Mountain View, CA",3,2,242195,"Female","Asian"
"Software Engineer","New York, NY",7,4,135917,NA,NA
"Software Engineer","Mountain View, CA",6,5,154861,"Male","Asian"
"Software Engineer","Mountain View, CA",5,2,209143,"Male","White"
"Software Engineer","Munich, BY, Germany",6,0,112064,"Male","White"
"Hardware Engineer","Mountain View, CA",3,3,207593,"Male","Asian"
"Software Engineer","Mountain View, CA",2,2,215284,"Male","Asian"
"Software Engineer","Seattle, WA",3,3,140198,"Male","Asian"
"Software Engineer","Sunnyvale, CA",4,1,235452,"Male","Asian"
"Software Engineer","Mountain View, CA",10,0,300796,NA,NA
"Software Engineer","Seattle, WA",20,14,139065,"Male","White"
"Software Engineer","Mountain View, CA",3,0,293213,"Female","Asian"
"Product Designer","Warsaw, MZ, Poland",7,0,189911,"Male",NA
"Solution Architect","New York, NY",19,5,186228,"Male",NA
"Software Engineer","Mountain View, CA",0,0,190184,"Male","Black"
"Software Engineer","Mountain View, CA",1,0,132632,"Male","Asian"
"Software Engineer","Mountain View, CA",7,7,92156,"Male","Asian"
"Software Engineer","Sunnyvale, CA",8,7,136369,"Male",NA
"Software Engineer","Mountain View, CA",4,0,107380,"Male","Asian"
"Software Engineer","Irvine, CA",15,1,127102,"Male","White"
"Product Manager","Mountain View, CA",16,8,207353,"Male","Asian"
"Business Analyst","San Francisco, CA",5,0,140708,"Male",NA
"Business Analyst","Sunnyvale, CA",12,6,150039,"Male","Asian"
"Marketing","San Francisco, CA",10,5,138433,"Male","Asian"
"Technical Program Manager","Sunnyvale, CA",17,6,239040,"Female","Asian"
"Mechanical Engineer","Mountain View, CA",13,7,289754,"Male","White"
"Software Engineer","San Francisco, CA",4,0,279928,NA,NA
"Software Engineer","San Francisco, CA",15,4,226650,"Male","White"
"Technical Program Manager","Boulder, CO",12,2,281144,"Male",NA
"Product Manager","San Francisco, CA",11,8,292911,"Male","White"
"Software Engineer","Sunnyvale, CA",2,2,115763,"Male","Asian"
"Software Engineering Manager","Mountain View, CA",13,3,137684,NA,NA
"Software Engineer","San Francisco, CA",9,1,228758,"Male","Asian"
"Software Engineer","San Bruno, CA",3,0,139910,"Male","White"
"Hardware Engineer","San Francisco, CA",10,1,195716,"Male","Asian"
"Product Manager","Mountain View, CA",5,0,171059,"Male","Asian"
"Software Engineer","Kirkland, WA",2,2,285287,"Male","Asian"
"Business Analyst","San Francisco, CA",8,0,249131,NA,NA
"Management Consultant","San Francisco, CA",7,0,193265,"Female","White"
"Software Engineer","Mountain View, CA",5,2,293271,NA,NA
"Software Engineer","Mountain View, CA",13,7,269942,"Male","Asian"
"Technical Program Manager","Sunnyvale, CA",8,0,235849,"Male","Asian"
"Software Engineer","Kirkland, WA",4,0,137542,"Male","Asian"
"Software Engineer","New York, NY",13,0,244174,"Male","Asian"
"Hardware Engineer","Taipei, TP, Taiwan",13,3,161040,"Male","Asian"
"Software Engineer","New York, NY",20,7,83170,"Male","White"
"Hardware Engineer","Taipei, TP, Taiwan",9,2,135839,NA,"Asian"
"Software Engineer","Warsaw, MZ, Poland",13,0,110357,NA,NA
"Product Manager","Hyderabad, TS, India",5,0,330603,"Male","Asian"
"Software Engineering Manager","San Francisco, CA",17,4,252616,"Male","White"
"Software Engineer","Seattle, WA",0,0,157463,"Male","Asian"
"Product Designer","Mountain View, CA",4,2,185503,"Male","Asian"
"Software Engineer","Sunnyvale, CA",8,5,134605,"Male","Hispanic"
"Software Engineer","Mountain View, CA",5,5,267579,"Male","Asian"
"Software Engineer","Kirkland, WA",1,0,171685,NA,NA
"Business Analyst","San Francisco, CA",5,0,233741,"Male","Hispanic"
"Software Engineer","San Francisco, CA",12,5,293757,"Male","Two Or More"
"Software Engineering Manager","Mountain View, CA",15,8,240678,"Female",NA
"Software Engineer","Mountain View, CA",8,0,184735,"Male","Asian"
"Software Engineer","Tel Aviv, TA, Israel",15,5,253683,"Female","White"
"Software Engineer","Sunnyvale, CA",20,1,146143,"Male","White"
"Software Engineer","Mountain View, CA",0,0,215145,"Male","Asian"
"Software Engineer","Sunnyvale, CA",0,0,156468,"Male","Asian"
"Software Engineer","Durham, NC",3,0,161018,"Male","White"
"Software Engineer","Sunnyvale, CA",9,0,220570,"Male","Asian"
"Software Engineer","Sunnyvale, CA",4,0,115422,"Male","Asian"
"Software Engineer","New York, NY",22,11,221740,"Male","White"
"Software Engineer","Durham, NC",1,0,173565,NA,NA
"Product Manager","Cambridge, MA",15,0,163241,"Female","White"
"Software Engineer","New York, NY",3,0,197820,"Male","Asian"
"Software Engineer","Sydney, NS, Australia",5,5,256513,"Male","Asian"
"Software Engineer","Sunnyvale, CA",0,0,161413,"Male","Asian"
"Software Engineer","Seattle, WA",5,0,185953,"Male","White"
"Software Engineer","Sunnyvale, CA",18,5,333397,"Male","Asian"
"Software Engineer","Mountain View, CA",8,0,223493,"Male","White"
"Human Resources","Mountain View, CA",15,10,223398,"Female","White"
"Software Engineer","Mountain View, CA",4,0,240388,"Male","Asian"
"Software Engineer","Washington, DC",2,0,182831,"Male","Black"
"Technical Program Manager","Sunnyvale, CA",2,0,131420,"Male","Asian"
"Software Engineer","Sunnyvale, CA",4,0,240759,"Male","Asian"
"Software Engineer","Mountain View, CA",3,3,103645,"Male","Asian"
"Sales","Sydney, NS, Australia",11,7,109274,"Female","Asian"
"Software Engineer","Mountain View, CA",4,0,218661,NA,NA
"Software Engineer","Sunnyvale, CA",4,4,146910,"Female","White"
"Data Scientist","Mountain View, CA",10,2,143003,"Male","Asian"
"Marketing","Gurgaon, HR, India",12,7,162108,"Male","Asian"
"Technical Program Manager","Sunnyvale, CA",18,5,243294,"Male","Asian"
"Technical Program Manager","San Bruno, CA",9,5,161253,"Male","White"
"Software Engineer","Mountain View, CA",7,3,295315,"Male","Asian"
"Software Engineer","Sunnyvale, CA",0,0,106124,"Male","Asian"
"Data Scientist","Mountain View, CA",9,3,170367,"Male","Asian"
"Solution Architect","Sunnyvale, CA",15,0,144491,NA,NA
"Business Analyst","London, EN, United Kingdom",8,5,78656,"Male","Asian"
"Product Manager","Bangalore, KA, India",10,1,153289,NA,NA
"Software Engineer","Mountain View, CA",4,3,154972,"Male","Asian"
"Software Engineer","San Francisco, CA",4,4,257620,"Female","White"
"Software Engineer","Seattle, WA",0,0,289881,"Male","Asian"
"Software Engineering Manager","San Francisco, CA",22,1,297541,"Male","Asian"
"Technical Program Manager","San Francisco, CA",10,2,207663,"Female","Asian"
"Hardware Engineer","Taipei, TP, Taiwan",13,3,156713,"Male","Asian"
"Software Engineer","Mountain View, CA",2,2,212431,"Male","Asian"
"Software Engineer","San Francisco, CA",6,2,225319,"Male","Asian"
"Software Engineer","Sunnyvale, CA",3,0,201961,"Male","Asian"
"Software Engineer","Zurich, ZH, Switzerland",6,2,204011,"Male","White"
"Technical Program Manager","San Francisco, CA",9,9,181283,"Female","Asian"
"Software Engineer","Seattle, WA",3,0,134574,"Male","Asian"
"Software Engineer","Mountain View, CA",20,14,220971,"Female",NA
"Product Manager","Los Angeles, CA",10,0,110357,"Female","White"
"Marketing","New York, NY",8,6,192422,"Male","Hispanic"
"Hardware Engineer","Taipei, TP, Taiwan",17,3,237897,"Male","Asian"
"Business Analyst","Sunnyvale, CA",3,1,98485,"Male","Asian"
"Product Designer","Mountain View, CA",5,2,137594,"Female","Two Or More"
"Product Manager","New York, NY",7,0,178455,"Male","White"
"Software Engineer","Mountain View, CA",5,0,144540,"Female","Asian"
"Software Engineer","Sunnyvale, CA",6,0,306916,"Female","Asian"
"Software Engineer","Taipei, TP, Taiwan",8,1,225294,"Male","Asian"
"Technical Program Manager","San Francisco, CA",15,1,250159,"Female",NA
"Software Engineer","Mountain View, CA",2,0,198182,"Male","Asian"
"Software Engineer","Sunnyvale, CA",20,0,264746,"Female","Asian"
"Hardware Engineer","Taipei, TP, Taiwan",10,1,130502,"Male","Asian"
"Software Engineer","San Francisco, CA",5,4,271784,"Male",NA
"Software Engineer","Dublin, DN, Ireland",12,1,159535,"Male","White"
"Software Engineer","Mountain View, CA",8,4,232139,NA,NA
"Software Engineer","Mountain View, CA",4,0,228347,NA,NA
"Software Engineer","Mountain View, CA",0,0,105779,NA,NA
"Software Engineer","Mountain View, CA",5,3.5,167632,NA,NA
"Software Engineer","Mountain View, CA",0,0,103474,NA,NA
"Software Engineer","Sunnyvale, CA",16,3,238644,NA,NA
"Software Engineering Manager","San Jose, CA",18,4,226510,NA,NA
"Software Engineer","New York, NY",10,7,223584,NA,NA
"Product Manager","San Francisco, CA",5,2,84310,NA,NA
"Software Engineer","Seattle, WA",4,2,165865,NA,NA
"Software Engineer","Mountain View, CA",6.75,0,153259,NA,NA
"Software Engineer","Mountain View, CA",11,4,202596,"Male",NA
"Software Engineer","Seattle, WA",3.5,2.5,123789,"Male",NA
"Software Engineering Manager","Mountain View, CA",28,3.5,373744,"Male",NA
"Software Engineer","Cambridge, EN, United Kingdom",0,0,112985,"Male",NA
"Software Engineer","San Francisco, CA",12,1.5,306991,"Male",NA
"Software Engineer","Kirkland, WA",20,6,240308,"Male",NA
"Software Engineer","Mountain View, CA",9,0,168979,"Male",NA
"Software Engineer","New York, NY",4,2,101951,"Male",NA
"Product Manager","Mountain View, CA",18,2,357687,"Male",NA
"Software Engineer","Mountain View, CA",1,3,237264,"Male",NA
"Product Manager","Seattle, WA",12,7,273775,"Male",NA
"Software Engineer","Mountain View, CA",1,0,213492,"Male",NA
"Software Engineer","Sunnyvale, CA",16,1,267705,"Male",NA
"Software Engineer","Zurich, ZH, Switzerland",8,6,110788,"Male",NA
"Software Engineer","Seattle, WA",6,0,167723,"Male",NA
"Software Engineer","Seattle, WA",25,6,339796,"Male",NA
"Product Manager","Mountain View, CA",10,2,228236,"Male",NA
"Software Engineer","New York, NY",7,1,252813,"Male",NA
"Product Manager","Seattle, WA",12,3,240201,"Male",NA
"Software Engineer","Sunnyvale, CA",7,0,354952,"Male",NA
"Data Scientist","Kirkland, WA",10,0,287079,"Male",NA
"Software Engineer","Seattle, WA",2,2,261312,"Male",NA
"Software Engineer","Mountain View, CA",11,2,316590,"Male",NA
"Software Engineer","Sunnyvale, CA",3,3,116739,"Male",NA
"Software Engineer","Mountain View, CA",6,3,280659,"Male",NA
"Software Engineer","Sunnyvale, CA",5,1,240867,"Male",NA
"Software Engineer","Seattle, WA",10,4,88764,"Male",NA
"Software Engineer","Mountain View, CA",2.5,2.5,230590,"Female",NA
"Software Engineer","New York, NY",4,0.5,328545,NA,NA
"Software Engineer","Seattle, WA",12,3,126856,NA,NA
"Software Engineer","Mountain View, CA",1,0,141681,NA,NA
"Software Engineer","Mountain View, CA",3,3,159601,NA,NA
"Product Manager","Mountain View, CA",6,0,136116,NA,NA
"Product Manager","Palo Alto, CA",10,6,128733,NA,NA
"Software Engineer","Los Angeles, CA",3,3,223062,NA,NA
"Solution Architect","Dallas, TX",20,0,263690,NA,NA
"Software Engineer","New York, NY",5,5,170317,NA,NA
"Software Engineer","Mountain View, CA",8,1,235971,NA,NA
"Software Engineer","Sunnyvale, CA",9,0,128381,NA,NA
"Product Manager","Mountain View, CA",10,2,224452,NA,NA
"Product Manager","Mountain View, CA",6,0,273950,NA,NA
"Software Engineer","Seattle, WA",15,4,158817,NA,NA
"Software Engineering Manager","San Francisco, CA",12,1,281711,NA,NA
"Technical Program Manager","Mountain View, CA",15,2,154200,NA,NA
"Software Engineer","Sunnyvale, CA",20,0,236936,NA,NA
"Product Manager","Seattle, WA",16,2,187268,NA,NA
"Software Engineer","Mountain View, CA",4,4,85967,NA,NA
"Product Manager","Mountain View, CA",12,8,118307,NA,NA
"Software Engineer","Sunnyvale, CA",7,3,217408,NA,NA
"Software Engineer","Mountain View, CA",0,2,128672,NA,NA
"Software Engineer","San Francisco, CA",20,5,183508,NA,NA
"Software Engineer","Mountain View, CA",0,1,191647,NA,NA
"Software Engineer","San Francisco, CA",1,0,113131,NA,NA
"Software Engineer","Mountain View, CA",10,7,208202,NA,NA
"Software Engineer","Mountain View, CA",18,5,215370,NA,NA
"Software Engineering Manager","Dublin, DN, Ireland",15,15,149578,NA,NA
"Software Engineer","Mountain View, CA",8,1,239080,NA,NA
"Data Scientist","Seattle, WA",6,2,301399,NA,NA
"Software Engineer","San Bruno, CA",2,0,293018,NA,NA
"Software Engineer","Sunnyvale, CA",5,0,150560,NA,NA
"Software Engineer","Sunnyvale, CA",20,6,307449,NA,NA
"Software Engineer","Seattle, WA",0,0,118231,NA,NA
"Software Engineer","Mountain View, CA",16,4,252211,NA,NA
"Software Engineer","Mountain View, CA",16,4,107487,NA,NA
"Software Engineer","Seattle, WA",1,0,96992,NA,NA
"Software Engineer","New York, NY",2,2,169397,NA,NA
"Software Engineer","Sunnyvale, CA",6,3,187433,NA,NA
"Software Engineer","Mountain View, CA",10,2,150220,NA,NA
"Product Manager","Mountain View, CA",0,0,177132,NA,NA
"Product Manager","San Francisco, CA",17,8,353765,NA,NA
"Data Scientist","Mountain View, CA",1,1,140232,NA,NA
"Data Scientist","Mountain View, CA",1,1,261441,NA,NA
"Software Engineer","Mountain View, CA",10,4,232265,NA,NA
"Product Manager","Seattle, WA",10,5.5,161475,NA,NA
"Software Engineer","Cambridge, MA, United States",1,0,119471,NA,NA
"Software Engineering Manager","Mountain View, CA",10,0.5,338391,NA,NA
"Product Manager","San Francisco, CA",15,1,105254,NA,NA
"Software Engineer","Los Angeles, CA",14,0.5,222099,NA,NA
"Software Engineer","Mountain View, CA",1,0,216356,NA,NA
"Software Engineer","Mountain View, CA",0,0,133614,NA,NA
"Software Engineer","San Bruno, CA",1,1,300679,NA,NA
"Product Manager","Seattle, WA",5,1,155162,NA,NA
"Software Engineer","Mountain View, CA",14,3,121104,NA,NA
"Software Engineer","Seattle, WA",0,0,236876,NA,NA
"Software Engineer","Seattle, WA",0,0,110094,NA,NA
"Software Engineer","Los Angeles, CA",2,0,95639,NA,NA
"Software Engineer","Mountain View, CA",3,3,252493,NA,NA
"Software Engineer","Mountain View, CA",1,0,168544,NA,NA
